    0	0.000000
    1	0.000199
    2	0.000413
    3	0.000618
    4	0.000769
    5	0.000942
    6	0.001117
    7	0.001349
    8	0.001480
    9	0.001701
   10	0.001914
   11	0.002161
   12	0.002405
   13	0.002631
   14	0.002747
   15	0.002901
   16	0.003129
   17	0.003276
   18	0.003421
   19	0.003555
   20	0.003773
   21	0.003994
   22	0.004194
   23	0.004435
   24	0.004572
   25	0.004831
   26	0.005014
   27	0.005220
   28	0.005415
   29	0.005713
   30	0.006017
   31	0.006290
   32	0.006497
   33	0.006753
   34	0.006873
   35	0.007024
   36	0.007275
   37	0.007573
   38	0.007829
   39	0.008092
   40	0.008330
   41	0.008410
   42	0.008661
   43	0.008911
   44	0.009263
   45	0.009425
   46	0.009712
   47	0.009812
   48	0.010081
   49	0.010136
   50	0.010268
   51	0.010461
   52	0.010526
   53	0.010749
   54	0.010909
   55	0.011206
   56	0.011394
   57	0.011607
   58	0.011806
   59	0.012082
   60	0.012330
   61	0.012591
   62	0.012688
   63	0.012804
   64	0.013146
   65	0.013165
   66	0.013242
   67	0.013524
   68	0.013757
   69	0.013983
   70	0.014081
   71	0.014340
   72	0.014410
   73	0.014681
   74	0.014722
   75	0.015037
   76	0.015155
   77	0.015427
   78	0.015635
   79	0.015928
   80	0.016092
   81	0.016243
   82	0.016363
   83	0.016519
   84	0.016687
   85	0.016867
   86	0.016995
   87	0.017124
   88	0.017240
   89	0.017592
   90	0.017768
   91	0.017918
   92	0.018088
   93	0.018453
   94	0.018834
   95	0.018953
   96	0.019198
   97	0.019308
   98	0.019664
   99	0.020120
  100	0.020285
  101	0.020408
  102	0.020436
  103	0.020648
  104	0.020773
  105	0.020771
  106	0.021124
  107	0.021293
  108	0.021567
  109	0.021789
  110	0.022120
  111	0.022340
  112	0.022603
  113	0.022764
  114	0.022948
  115	0.023124
  116	0.022975
  117	0.023094
  118	0.023243
  119	0.023298
  120	0.023548
  121	0.023738
  122	0.023940
  123	0.024600
  124	0.024953
  125	0.024809
  126	0.025016
  127	0.025330
  128	0.025702
  129	0.025905
  130	0.025953
  131	0.026223
  132	0.026105
  133	0.026285
  134	0.026569
  135	0.026879
  136	0.026952
  137	0.026888
  138	0.026990
  139	0.027292
  140	0.027688
  141	0.027996
  142	0.028477
  143	0.028864
  144	0.028711
  145	0.028878
  146	0.029135
  147	0.029292
  148	0.029571
  149	0.029669
  150	0.029996
  151	0.030356
  152	0.030341
  153	0.030686
  154	0.030692
  155	0.030817
  156	0.030998
  157	0.031252
  158	0.031573
  159	0.031802
  160	0.032023
  161	0.032447
  162	0.032630
  163	0.032739
  164	0.032510
  165	0.032871
  166	0.033252
  167	0.033425
  168	0.033609
  169	0.033796
  170	0.033752
  171	0.033978
  172	0.034142
  173	0.034088
  174	0.034255
  175	0.034556
  176	0.034584
  177	0.034660
  178	0.034925
  179	0.034957
  180	0.035199
  181	0.035531
  182	0.035851
  183	0.035790
  184	0.036224
  185	0.036436
  186	0.036979
  187	0.037138
  188	0.037645
  189	0.037685
  190	0.037724
